filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
IMG-20250703-WA0006.jpg,523052,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[919,783,944,1277,1203,888],""all_points_y"":[2498,2560,2844,2683,2585,2504]}","{""CLASS_LABELS"":""ARMCORTEXM7""}"
IMG-20250703-WA0007.jpg,916220,"{}",0,0,"{}","{}"
IMG-20250703-WA0008.jpg,716755,"{}",0,0,"{}","{}"
IMG-20250703-WA0009.jpg,648525,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[1980,1968,1912,2073,2356,2319,1968],""all_points_y"":[2116,2116,2165,2400,2258,2171,2116]}","{""CLASS_LABELS"":""ARMCORTEXM7""}"
IMG-20250703-WA0010.jpg,631902,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[1172,1265,1548,1517,1326,1221,1172],""all_points_y"":[1277,1166,1394,1499,1740,1715,1283]}","{""CLASS_LABELS"":""ARMCORTEXM7""}"
IMG-20250703-WA0011.jpg,1046166,"{}",0,0,"{}","{}"
IMG-20250703-WA0012.jpg,589676,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[2208,2104,2282,2585,2535,2202],""all_points_y"":[2122,2190,2449,2258,2159,2116]}","{""CLASS_LABELS"":""ARMCORTEXM7""}"
IMG-20250703-WA0013.jpg,899256,"{}",0,0,"{}","{}"
IMG-20250703-WA0014.jpg,974300,"{}",0,0,"{}","{}"
IMG-20250703-WA0015.jpg,587092,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[62,568,1382,1320,1369,814,629,86,68],""all_points_y"":[3023,2393,3060,3177,3257,3880,3843,3276,3023]}","{""CLASS_LABELS"":""ARMCORTEXM7""}"
IMG-20250703-WA0016.jpg,490805,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[1283,1258,1191,1419,1758,1770,1740,1271],""all_points_y"":[2757,2856,2862,3189,2961,2912,2844,2764]}","{""CLASS_LABELS"":""ARMCORTEXM7""}"
IMG-20250703-WA0017.jpg,697897,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[1043,1228,1641,1598,1616,1265,1197,1147,1043,1018,1080],""all_points_y"":[1937,1777,2147,2178,2233,2646,2597,2646,2566,1943,1894]}","{""CLASS_LABELS"":""ARMCORTEXM7""}"
IMG-20250703-WA0018.jpg,803242,"{}",0,0,"{}","{}"
IMG-20250703-WA0019.jpg,450640,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[463,376,555,617,894,882,845,444],""all_points_y"":[2498,2572,2856,2856,2671,2628,2554,2498]}","{""CLASS_LABELS"":""ARMCORTEXM7""}"
IMG-20250703-WA0020.jpg,776042,"{}",0,0,"{}","{}"
IMG-20250703-WA0021.jpg,819060,"{}",0,0,"{}","{}"
IMG-20250703-WA0022.jpg,847027,"{}",0,0,"{}","{}"
IMG-20250703-WA0023.jpg,737074,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[925,851,987,1258,1184,901],""all_points_y"":[2801,2856,3091,2936,2844,2801]}","{""CLASS_LABELS"":""ARMCORTEXM7""}"
IMG-20250703-WA0024.jpg,925636,"{}",0,0,"{}","{}"
IMG-20250703-WA0025.jpg,788901,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[1301,2768,1291,1157,1120,1027,1009,842,879,819,861,486,407,329,273,162,157,83,125,37,1305],""all_points_y"":[93,1421,2911,2823,2888,2828,2870,2740,2680,2638,2541,2259,2347,2277,2286,2194,2143,2087,1999,1921,88]}","{""CLASS_LABELS"":""ARMCORTEXM3""}"
IMG-20250703-WA0026.jpg,617347,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[1407,2546,1527,1421,1361,1328,1342,1296,1148,1166,1120,1152,870,782,546,579,509,828,791,875,916,949,893,958,986,1069,1027,1074,1102,1254,1231,1277,1333,1412],""all_points_y"":[292,1139,2532,2458,2527,2490,2467,2490,2393,2360,2328,2254,2050,2101,1911,1847,1791,1264,1222,1060,1092,1051,1009,958,963,838,801,741,764,518,472,380,412,292]}","{""CLASS_LABELS"":""ARMCORTEXM7""}"
IMG-20250703-WA0027.jpg,752483,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[1456,1536,1962,1925,1980,1616,1585,1561,1517,1443,1468],""all_points_y"":[1962,1820,2171,2221,2270,2714,2671,2720,2677,1962,1937]}","{""CLASS_LABELS"":""ARMCORTEXM7""}"
IMG-20250703-WA0028.jpg,487847,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[876,783,1049,1388,1308,870],""all_points_y"":[2141,2215,2560,2319,2233,2141]}","{""CLASS_LABELS"":""ARMCORTEXM7""}"
IMG-20250703-WA0029.jpg,675571,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[1789,1888,2029,2036,1881,1851,1801],""all_points_y"":[1573,1499,1622,1666,1863,1844,1567]}","{""CLASS_LABELS"":""ARMCORTEXM7""}"
IMG-20250703-WA0030.jpg,762459,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[861,592,639,565,722,810,977,889,1051,1120,1176,2981,2300,2194,2157,2064,2055,1833,1787,1722,1726,1583,1546,1476,1490,1444,1426,1259,1291,842],""all_points_y"":[1129,1264,1347,1388,1717,1703,2073,2120,2453,2430,2536,1643,347,435,389,440,495,625,592,606,666,759,699,745,805,833,768,875,912,1139]}","{""CLASS_LABELS"":""ARMCORTEXM3""}"
IMG-20250703-WA0031.jpg,474047,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[713,444,458,384,426,389,449,504,523,463,583,708,611,602,616,583,657,727,731,671,694,787,819,847,935,2897,2189,2073,2055,1953,1958,1722,1638,1597,1634,1490,1426,1338,1379,1328,1287,1102,1162,1078,699],""all_points_y"":[1356,1490,1564,1569,1666,1680,1856,1819,1874,1893,1925,2305,2347,2393,2439,2471,2657,2643,2675,2694,2735,2726,2721,2856,2874,1879,625,685,625,671,717,865,805,828,912,977,916,953,1032,1051,990,1069,1143,1180,1361]}","{""CLASS_LABELS"":""ARMCORTEXM3""}"
IMG-20250703-WA0032.jpg,812201,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[1083,2546,1583,486,324,227,9,0,305,241,444,528,620,537,602,690,884,828,916,977,977,1069,1106],""all_points_y"":[787,1911,3069,3064,2902,2994,2860,2430,1986,1921,1601,1597,1476,1430,1370,1333,1088,1037,903,921,870,773,801]}","{""CLASS_LABELS"":""ARMCORTEXM3""}"
IMG-20250703-WA0033.jpg,844305,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[1647,1690,1888,1900,1764,1733,1647],""all_points_y"":[1376,1332,1480,1511,1703,1703,1369]}","{""CLASS_LABELS"":""ARMCORTEXM7""}"
IMG-20250703-WA0034.jpg,654886,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[1749,1675,1671,1615,1601,1643,1638,1578,1560,1574,1606,1611,3226,3064,2976,2967,2888,2883,2675,2643,2583,2583,2453,2434,2397,2393,2347,2342,2198,2208,1736],""all_points_y"":[1629,1643,1699,1699,1930,1958,2268,2300,2532,2564,2569,2698,2670,1523,1560,1532,1532,1550,1569,1527,1541,1569,1587,1532,1546,1583,1583,1560,1569,1611,1629]}","{""CLASS_LABELS"":""ARMCORTEXM3""}"
IMG-20250703-WA0035.jpg,588333,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[2017,1912,2116,2159,2437,2437,2356,2011],""all_points_y"":[1888,1968,2227,2239,2042,1992,1918,1894]}","{""CLASS_LABELS"":""ARMCORTEXM7""}"
IMG-20250703-WA0036.jpg,441458,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[2476,1287,1398,1347,1407,1532,1564,1601,1578,1689,1990,1999,1953,2023,1995,2175,2212,2286,2347,3786,2471],""all_points_y"":[218,1828,1893,1962,2032,2148,2120,2134,2175,2115,2347,2384,2434,2476,2518,2629,2647,2606,2657,1296,213]}","{""CLASS_LABELS"":""ARMCORTEXM3""}"
IMG-20250703-WA0037.jpg,789780,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[1671,2694,861,805,745,620,602,560,454,504,444,546,310,194,176,134,51,79,28,93,51,620,574,741,796,828,796,842,935,972,1041,1060,1074,1004,1092,1166,1199,1176,1250,1282,1453,1379,1472,1546,1675],""all_points_y"":[389,1800,3069,3069,2939,2999,2925,2930,2749,2717,2624,2583,2161,2198,2134,2143,1986,1976,1870,1824,1726,1254,1189,1055,1129,1111,995,958,990,940,893,907,903,791,754,828,805,782,717,736,583,518,430,481,389]}","{""CLASS_LABELS"":""ARMCORTEXM3""}"
IMG-20250703-WA0038.jpg,706989,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[1345,1376,1548,1567,1462,1419,1351],""all_points_y"":[1789,1752,1857,1869,2042,2017,1777]}","{""CLASS_LABELS"":""ARMCORTEXM7""}"
IMG-20250703-WA0039.jpg,603755,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[1018,1060,1004,1134,1213,1412,1361,1370,1472,1518,1569,1606,1666,3379,2490,2397,2370,2291,2305,2097,2060,1995,2032,1911,1847,1777,1824,1787,1745,1597,1652,1023],""all_points_y"":[1689,1754,1810,2032,2032,2365,2444,2518,2708,2754,2726,2758,2856,1657,662,727,699,759,782,944,903,940,995,1102,1027,1078,1143,1166,1120,1217,1264,1694]}","{""CLASS_LABELS"":""ARMCORTEXM3""}"
IMG-20250703-WA0040.jpg,871330,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[1078,472,528,472,629,759,953,884,907,907,1064,1157,1240,2976,1958,1865,1824,1749,1782,1550,1486,1426,1486,1351,1273,1222,1268,1222,1166,1014,1078],""all_points_y"":[1268,1754,1819,1865,2143,2161,2490,2536,2624,2670,2870,2856,2971,1611,458,546,528,597,639,852,801,861,926,1018,995,1037,1102,1157,1078,1203,1273]}","{""CLASS_LABELS"":""ARMCORTEXM3""}"
IMG-20250703-WA0041.jpg,686183,"{}",2,0,"{""name"":""polyline"",""all_points_x"":[506,327,290,345,302,1900,1881,1844,1844,1894,1900,1844,1832,1875,1851,1764,1770,574,506,493],""all_points_y"":[1814,1814,2764,2782,3541,3380,2782,2776,2554,2535,2363,2363,2042,1968,1881,1888,1826,1721,1764,1807]}","{""CLASS_LABELS"":""ARMCORTEXM7""}"
IMG-20250703-WA0041.jpg,686183,"{}",2,1,"{""name"":""polyline"",""all_points_x"":[1172,1221,1382,1209,1172],""all_points_y"":[2258,2171,2338,2541,2239]}","{""CLASS_LABELS"":""""}"
IMG-20250703-WA0042.jpg,571459,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[913,962,1141,1012,975,907],""all_points_y"":[2178,2116,2270,2461,2437,2165]}","{""CLASS_LABELS"":""ARMCORTEXM7""}"
IMG-20250703-WA0043.jpg,688260,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[1443,1505,1733,1542,1474,1443],""all_points_y"":[2079,2011,2227,2467,2480,2073]}","{""CLASS_LABELS"":""ARMCORTEXM7""}"
IMG-20250703-WA0044.jpg,516243,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[2328,1351,1458,1430,1652,1699,2018,1976,2235,2286,2397,3411,2319],""all_points_y"":[893,2180,2268,2328,2499,2444,2712,2758,2976,2920,3008,1495,884]}","{""CLASS_LABELS"":""ARMCORTEXM3""}"
IMG-20250703-WA0045.jpg,834606,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[2104,2134,2375,2252,2178,2097],""all_points_y"":[962,882,1055,1258,1265,956]}","{""CLASS_LABELS"":""ARMCORTEXM7""}"
IMG-20250703-WA0046.jpg,854707,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[1740,2939,1893,1814,1754,1490,1537,1208,1166,889,930,865,1185,1152,1435,1463,1620,1597,1657,1680,1745],""all_points_y"":[305,1106,2587,2513,2578,2393,2305,2097,2161,1995,1916,1865,1314,1277,791,810,532,528,421,426,305]}","{""CLASS_LABELS"":""ARMCORTEXM3""}"
IMG-20250703-WA0047.jpg,630673,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[1268,2629,1273,1139,1115,1078,977,930,801,810,768,824,454,380,97,125,60,463,417,555,597,639,588,634,727,805,750,810,893,1083,1023,1115,1189,1189,1268],""all_points_y"":[407,1569,3069,3069,3004,3064,3059,3064,2920,2879,2832,2740,2416,2518,2272,2185,2087,1541,1500,1342,1365,1333,1273,1217,1203,1097,1041,972,953,699,657,551,569,514,407]}","{""CLASS_LABELS"":""ARMCORTEXM3""}"
IMG-20250703-WA0048.jpg,761758,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[2194,3679,2351,1962,1842,1884,1504,1481,1333,1194,1199,1152,1171,1051,2198],""all_points_y"":[703,1717,3069,3059,2994,2902,2670,2758,2731,2633,2620,2596,2509,2448,703]}","{""CLASS_LABELS"":""ARMCORTEXM3""}"
IMG-20250703-WA0049.jpg,555457,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[1740,1106,1129,1051,1097,1185,1236,1139,1185,1250,1296,3036,2731,2620,2601,2509,2509,2235,2226,2161,2175,2032,2009,1953,1953,1902,1902,1731,1745],""all_points_y"":[680,833,907,949,1208,1240,1560,1625,1911,1893,2013,1648,412,444,412,430,495,555,500,518,569,606,551,574,620,625,597,648,694]}","{""CLASS_LABELS"":""ARMCORTEXM3""}"
